team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Abdelkader Horr,P-40564,defender,DF,17,1953-11-10,28,JH El Djazair,Algeria,6,0
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Abdelmajid Bourebbou,P-99212,forward,FW,20,1951-03-16,31,Stade Lavallois,France,3,0
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Ali Bencheikh,P-12808,forward,FW,6,1955-01-09,27,MP Alger,Algeria,7,0
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Ali Fergani,P-48327,midfielder,MF,8,1952-09-21,29,JE Tizi-Ouzou,Algeria,8,0
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Chaabane Merzekane,P-73411,defender,DF,5,1959-03-08,23,MA Hussein Dey,Algeria,10,1
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Djamel Tlemçani,P-13314,midfielder,MF,19,1955-04-16,27,FC Rouen,France,2,0
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Djamel Zidane,P-42885,forward,FW,14,1955-04-28,27,KV Kortrijk,Belgium,3,1
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Faouzi Mansouri,P-63564,defender,DF,16,1956-01-17,26,Montpellier PSC,France,5,0
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Hocine Yahi,P-70419,midfielder,MF,13,1960-04-25,22,CM Belcourt,Algeria,3,0
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Karim Maroc,P-16403,midfielder,MF,18,1958-03-05,24,Stade Brestois 29,France,2,0
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Lakhdar Belloumi,P-59774,midfielder,MF,10,1958-12-29,23,GCR Mascara,Algeria,7,1
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Mahmoud Guendouz,P-88535,defender,DF,2,1953-02-24,29,MA Hussein Dey,Algeria,7,0
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Mehdi Cerbah,P-73371,goal keeper,GK,1,1953-04-03,29,,,,
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Mourad Amara,P-15801,goal keeper,GK,21,1959-02-19,23,JE Tizi-Ouzou,Algeria,2,0
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Mustafa Kouici,P-21849,defender,DF,3,1954-04-16,28,,,,
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Mustapha Dahleb,P-75422,midfielder,MF,15,1952-02-08,30,Paris Saint-Germain,France,2,0
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Nourredine Kourichi,P-97960,defender,DF,4,1954-04-12,28,Lille OSC,France,5,0
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Rabah Madjer,P-45774,forward,FW,11,1958-12-15,23,MA Hussein Dey,Algeria,11,3
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Salah Assad,P-40338,forward,FW,7,1958-03-13,24,FC Mulhouse,France,10,6
Algeria,DZA,DZA,CAF,1982 FIFA Men's World Cup,WC-1982,1982,Salah Larbes,P-71313,midfielder,MF,12,1952-09-16,29,JE Tizi-Ouzou,Algeria,6,0
